titulo,categoria,categorias_adicionales,descripcion,telefono,direccion,ciudad,codigo_postal,region,pais,latitud,longitud,rating,cantidad_reviews,url,dominio,cid,place_id,verificado,estado_actual,logo,imagen_principal,total_fotos,nivel_precio,hotel_rating,tipo_negocio
Bee Coffee - Café de especialidad,Cafeteria,Cafe,"Café de especialidad
Bakery - Patiserrie - Lunch",5491153336807,"Echeverría 2923, C1428 DSA, Cdad. Autónoma de Buenos Aires",DSA,C1428,Buenos Aires,AR,-34.5658324,-58.4608862,4.5,1028,http://www.instagram.com/beecoffee.ar,www.instagram.com,7924811809655365946,ChIJvfXN7eG1vJUROiFUelqW-m0,True,close,https://lh3.googleusercontent.com/-BvnNpXzTn78/AAAAAAAAAAI/AAAAAAAAAAA/YUa_-Okd1S8/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipPB2p8HA9FmoJKB-5oD4C7C7VbmmZ2Ebi4YU0xw=w408-h272-k-no,611,,,cafeterias
AXION energy,Gas station,Cafe,"Estación de Servicio AXION que cuenta con:
- Suministro de combustibles de la más alta calidad destacándose la línea premium QUANTIUM.
- Tienda Spot! con servicios de cafetería, comidas rápidas y quiosco.
- Venta de lubricantes Castrol.",5491148449297,"Santos Vega 6521, B1682AIQ Villa Bosch, Provincia de Buenos Aires",Villa Bosch,B1682,Buenos Aires Province,AR,-34.5833781,-58.580732299999994,4.6,869,https://www.axionenergy.com/,www.axionenergy.com,2937198349792583976,ChIJD_YyuLm5vJURKCFAUlYGwyg,True,open,https://lh4.googleusercontent.com/-mVvsJBzlMas/AAAAAAAAAAI/AAAAAAAAAAA/57yVN5URF8o/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqjZlo-x69q0RNBE3bHsiF7H_bUyOF2-a7mWkFzaLGNgZ_-33UN6HWUZeHanqFVLxe07Xj-rGBN1ls1GsTreY-aHIrfbGM6DS4_0X231DNjxsGw7pk6mPhYJp-2CDMG9SC6nJE1Qg=w408-h306-k-no,66,,,cafeterias
El Ateneo,Book store,"CD store, Coffee shop, DVD store","Somos la cadena de retail cultural más antigua de la Argentina superando el siglo de vigencia en el mercado local. Contamos con 8 locales distribuidos en las principales ciudades del país, Ciudad de Buenos Aires, Córdoba, La Plata, Rosario y Tucumán.
Desde el año 2000 contamos con un emblema cultural y turístico ubicado en el corazón del barrio de Recoleta, El Ateneo Grand Splendid, considerada una de las librerías más bellas del mundo.
En nuestros locales podrán encontrar todas las novedades de libros, música y películas, además de rompecabezas, juegos, agendas, cuadernos, accesorios y juguetes. Regalá Imaginación.",5491157869840,"Av. Cabildo 2093, C1428AAC Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,C1428,Buenos Aires,AR,-34.5620988,-58.456342799999994,4.5,9162,http://www.yenny-elateneo.com/local/juramento/,www.yenny-elateneo.com,13262696309446344117,ChIJv2HIhNO1vJURtf1uUAaQDrg,True,open,https://lh4.googleusercontent.com/-_uztk5qtYrw/AAAAAAAAAAI/AAAAAAAAAAA/ak7hRhpEeh0/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipOHD7rqOCXL-B-0nao0GnUia5Gr14fWVFpPVCBs=w408-h413-k-no,1779,,,cafeterias
Café Bicentenario,Coffee shop,Breakfast restaurant,,5491155279580,"Av. Meeks 1095, B1834GBE, B1834GBE Temperley, Provincia de Buenos Aires",Temperley,B1834,Buenos Aires Province,AR,-34.7747008,-58.3976914,4.5,1192,,,2557256976938836851,ChIJSWdm4ebSvJURcyPU7aszfSM,True,open,https://lh4.googleusercontent.com/-CpWlOWVvaEQ/AAAAAAAAAAI/AAAAAAAAAAA/Do9AtPe3Y-U/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipP03yY8C4Uo2RrWhBwn8BzGSRraRJ0YMZNit0JX=w426-h240-k-no,448,moderate,,cafeterias
Starbucks,Coffee shop,,"Seattle-based coffeehouse chain known for its signature roasts, light bites and WiFi availability.",5498001220129,"Av. de Mayo 427, B1704BUE Ramos Mejía, Provincia de Buenos Aires",Ramos Mejía,B1704,Buenos Aires Province,AR,-34.644563,-58.565202,4.2,7209,http://www.starbucks.com.ar/,www.starbucks.com.ar,14231696408529595029,ChIJATR65eXHvJURleqbFXskgcU,True,open,https://lh5.googleusercontent.com/-B0V7hXwynoA/AAAAAAAAAAI/AAAAAAAAAAA/qvz0a5EYxHI/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipP_EnyxJ5AJzKF0Y17S2DKIBvsvi_76rytRQNaJ=w426-h240-k-no,2224,expensive,,cafeterias
Café Martínez,Cafe,Breakfast restaurant,,5491160634134,"Ituzaingó 1365, B1824 Lanús, Provincia de Buenos Aires",Lanús,B1824,Buenos Aires Province,AR,-34.708877799999996,-58.3872308,4.5,3205,http://www.cafemartinez.com/,www.cafemartinez.com,5690655558066144023,ChIJtc-vFVbNvJURF4OiZRRF-U4,True,open,https://lh4.googleusercontent.com/-Ik3w5zOqUgs/AAAAAAAAAAI/AAAAAAAAAAA/juE8ofFHjVU/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr4Rn1MIRH8nPmtPsAgPFlJTvXyWjcNkXcckKxQhaKT_mhC2CZ3C3DG_sHh3p3IW7GXJkww21kk9RadqJAFRvNKo4y6-nkyQ5NC2m5vgzOpaQRPdGHQtJ_zKLclt3Uv7jBX-y0=w480-h240-k-no,757,moderate,,cafeterias
Café Martínez,Coffee shop,,,5491130175000,"Av. Maipú 1699, B1602 Florida, Provincia de Buenos Aires",Florida,B1602,Buenos Aires Province,AR,-34.5220348,-58.4845031,4.5,3157,,,15284224936599549525,ChIJfU2p_7ixvJURVfYuvZl5HNQ,True,close,https://lh5.googleusercontent.com/-DeGHviT5bVs/AAAAAAAAAAI/AAAAAAAAAAA/hZcOBetx2HA/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrA7a4hIxdTSDr2_6JC9geBPewZba_PbchRGnLSqiBrXewsin-yYKKcsSPSJjZ_63rT2zfTBkecY9niz__tUzBVT0JqE3QVYpbTQwelCfBxz_aJIiz-SlJJfAh7yOOeIhFF6eSx=w408-h906-k-no,658,moderate,,cafeterias
Pupita Café,Coffee shop,"Breakfast restaurant, Gastropub","Café exquisito, Pastelería casera, Medialunas deliciosas, Menú Ejecutivo, También productos Veganos y Sin TACC",5491177362844,"Leandro N. Alem 2508, B1605BWL Vicente López, Provincia de Buenos Aires",Vicente López,B1605,Buenos Aires Province,AR,-34.5283156,-58.5203394,4.6,2460,,,17218512995485030681,ChIJLU4V48-wvJURGRlVgFdy9O4,True,open,https://lh3.googleusercontent.com/-8anmywGLwX0/AAAAAAAAAAI/AAAAAAAAAAA/wcTD2YS4R7w/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipMc2nThv2ophR6-SDuqx_yKAGYMLeA-4AbLrNe7=w426-h240-k-no,1061,moderate,,cafeterias
CCS Coffee Shop,Cafe,"Art cafe, Internet cafe, Restaurant, Venezuelan restaurant","CcsCoffeeShop Café, panadería y pastelería",5491124046013,"Bernardo de Irigoyen 356, C1072AAH Cdad. Autónoma de Buenos Aires",Buenos Aires,C1072,Buenos Aires,AR,-34.6125051,-58.3803839,4.8,1940,,,15056175727021965203,ChIJEfnovIXLvJURk78AfQ1I8tA,True,open,https://lh5.googleusercontent.com/-0y_j1CVAgY0/AAAAAAAAAAI/AAAAAAAAAAA/QTzhgt-2oiI/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrCymkP2R_m4XB1xke34si2ZdhPJoMfZjcCHJmLhN37_Utl-wl8YJFE2CKfIA_7WR4vEgdBqFoGSNHf5-eYbkCx6L4wIk3qdKNToRWTsQIqUWV1FlWAfWHWyIwAAdQCmUX7AH1G=w408-h541-k-no,510,,,cafeterias
Croque Madame Café-Restaurante de Martínez,Restaurant,Coffee shop,"Somos un matrimonio de emprendedores que siempre deseamos tener un espacio cálido y relajado donde nos gustaría ir como clientes. A partir de allí nos pusimos en contacto con la marca CROQUE MADAME, que es el lugar donde tardecitas otoñales de Buenos Aires nos llevaban a disfrutar de las delicias, mientras tomabamos té con los mejores scones de la Ciudad, en la Av. Libertador, en el Museo de Arte Decorativo.
En medio hay mil anécdotas, pero imaginamos e hicimos realidad llevar el encanto de la marca a nuestro querido barrio de Martínez. Vivimos en Martínez y disfrutamos cada vez que saludamos a nuestros vecinos y nos felicitan por la calidez del lugar y también con una acertada sugerencia de como mejorar todos los días.
GRACIAS !",5491147925563,"Arenales 2093, B1640BGO Martínez, Provincia de Buenos Aires",Martínez,B1640,Buenos Aires Province,AR,-34.4892311,-58.4981574,4.2,568,http://www.croquemadame.com.ar/,www.croquemadame.com.ar,756493436615385038,ChIJxe8PZaixvJURzt9fxMWafwo,True,close,https://lh4.googleusercontent.com/-7P_TcA8RP3Y/AAAAAAAAAAI/AAAAAAAAAAA/W07zHsuNNtk/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipMQBFtj3Ko-U7LXLeaAUsfciEWs-XF3rFDTFg-4=w426-h240-k-no,241,moderate,,cafeterias
SOTTILE RESTAURANTE,Restaurant,"Cafe, Dessert restaurant, Italian restaurant, Meal delivery, Pizza restaurant",,5491144825947,"Tomás Justo Villegas 302, B1752 Lomas del Mirador, Provincia de Buenos Aires",Lomas del Mirador,B1752,Buenos Aires Province,AR,-34.661817899999996,-58.5452665,4.5,5118,,,4763109065278174215,ChIJ1QVM_HzIvJURBzRZdnX2GUI,True,open,https://lh6.googleusercontent.com/-KGJSoGDHtvU/AAAAAAAAAAI/AAAAAAAAAAA/59Do-Evhylw/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipNuJCPaa4WdSr1aS3uFazOilDZ5BgrNTPico8xh=w408-h291-k-no,2090,moderate,,cafeterias
DAVAX CAFÉ,Coffee shop,,"Asumimos un compromiso con el 100 % de responsabilidad, coherencia y pasión para que vos puedas disfrutar de un gran café de jerarquía.
Vas a recibir una atención profesional por baristas de primer nivel.
Somos especialistas en todos los procesos del grano.
Acércate a nuestro bunker de café.
Viví la experiencia de Café DavAx.
Nuestra mejor recompensa es un cliente féliz.",5491161456355,"Batalla del Pari 887, C1416 Cdad. Autónoma de Buenos Aires",Buenos Aires,C1416,Buenos Aires,AR,-34.602239499999996,-58.4564136,4.8,1272,https://instagram.com/davax.cafe,instagram.com,12781993477975049012,ChIJFXp7L5fLvJURNAMQqFjDYrE,True,open,https://lh6.googleusercontent.com/-pj9DajlrYB4/AAAAAAAAAAI/AAAAAAAAAAA/AIBJWpUv_JQ/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipNRIn2Y2Ktsh9eZ9ISFWlou19zLSKooNDAhk4Lt=w408-h544-k-no,887,,,cafeterias
ÖSS Kaffe,Cafe,,"Snug, down-to-earth cafe featuring coffee, baked treats & toasts, plus a sidewalk terrace.",5491144903700,"Franklin D. Roosevelt, C1428 Cdad. Autónoma de Buenos Aires",Buenos Aires,,Buenos Aires,AR,-34.5545617,-58.4558524,4.6,2717,,,16653767050646370241,ChIJfR2nIiy0vJURwbfhqeUQHuc,True,close,https://lh3.googleusercontent.com/-vN8osfmhbBE/AAAAAAAAAAI/AAAAAAAAAAA/v2q1AYdTtxw/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipPlJCOJf9Fn9XWtXOasPfyU7cHUXJJscSFUfSfi=w408-h257-k-no,2171,moderate,,cafeterias
Knowhere Collectibles,Collectibles store,Coffee shop,"El primer café temático de coleccionables de Argentina. Encontrá acá tu próximo Hot Toys, Sideshow, Iron Studios, Prime1, NECA, Kotobukiya y muchas otras marcas más --y acompañalas de un exquisito café. Representantes y distribuidores en el país de Sideshow Collectibles, Hot Toys, Iron Studios y Prime1.",5491153739527,"Honduras 5720, C1414 Cdad. Autónoma de Buenos Aires",Buenos Aires,C1414,Buenos Aires,AR,-34.5832299,-58.4376458,4.6,2973,https://shop.knowhere.com.ar/,shop.knowhere.com.ar,14050853502049316207,ChIJjcimzmTKvJURb-2zxNCo_sI,True,close,https://lh4.googleusercontent.com/--d1Lk5E98AI/AAAAAAAAAAI/AAAAAAAAAAA/7Y9xX89RaZg/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipOVO1vL75B6JppLydtPKDgDBO6NQhZtWEtwM564=w426-h240-k-no,9825,,,cafeterias
Munchi's San Isidro,Ice cream shop,Cafe,,5491147231025,"Av. Juan Segundo Fernández 117, B1642AMB San Isidro, Provincia de Buenos Aires",San Isidro,B1642,Buenos Aires Province,AR,-34.4905849,-58.547581099999995,4.3,1331,http://www.munchis.com.ar/,www.munchis.com.ar,13693957579417624379,ChIJz73hXnGwvJURO590Yt21Cr4,True,open,https://lh4.googleusercontent.com/-Kl43MUlREVw/AAAAAAAAAAI/AAAAAAAAAAA/lXorPdsBFVA/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrJNzdIdnZ8AH4tYGwtFg6Mua-LlfkcD5GPBIiGnEwbn1Op0UJxC3QGimMVI4bDv-vO6U1m2FI3RFCvkpaXwQmlPr09XDusBU3yZpfcJyVwkBPUMUSRo8ES4396qGyKSdAIJWwG=w408-h725-k-no,375,moderate,,cafeterias
AXION energy,Gas station,Cafe,"Estación de Servicio AXION que cuenta con:
- suministro de combustibles de la más alta calidad destacándose la línea premium QUANTIUM.
- expendio de GNC
- tienda Spot! con servicios de cafetería, comidas rápidas y quiosco.
- venta de lubricantes Castrol.",5491136917455,"Av. Pres. Dr. Arturo Umberto Illia, Pres. Juan Domingo Perón &, B1754 San Justo, Provincia de Buenos Aires",San Justo,B1754,Buenos Aires Province,AR,-34.672821299999995,-58.5611234,4.7,5684,https://www.axionenergy.com/,www.axionenergy.com,17494914789586297873,ChIJX8bAECzGvJUREeQEIU9syvI,True,open,https://lh3.googleusercontent.com/-tKoQTJXnbrw/AAAAAAAAAAI/AAAAAAAAAAA/ApFi76TJpzE/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npS7m_8X_9R_mq6rHnhmwxZdhV1p1V6C3SWv8CLPqdxR_U7o6NJsUdLTIShO47xlJEXxufe0Q_3xE4yVBGwS3qiuVY5BWsy3pzBbFo1M9Aqg2aRdl4nleAEGwXtGtfcZKSSwIWr2g=w408-h282-k-no,401,,,cafeterias
anêzka,Cafetería,,,5491146353585,"Basualdo Acasusso, 1440 Buenos Aires",Cdad. Autónoma de Buenos Aires,1440,Cdad. Autónoma de Buenos Aires,AR,-34.6402668,-58.504726299999994,4.3,759,https://instagram.com/anezkacafe,instagram.com,864993759068176836,ChIJOdEPXrPJvJURxEEwrj0TAQw,True,close,https://lh6.googleusercontent.com/-3_xTbAeE6_E/AAAAAAAAAAI/AAAAAAAAAAA/_RBDNxG8Jr0/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipMaKcaPS_nAiwsMWBFNT50Y-ZxV8DG3hkt4Ekv_=w408-h306-k-no,333,moderate,,cafeterias
Caviahue Refugio de Café,Coffee shop,"Brunch restaurant, Restaurant","""En Caviahue, nuestro Refugio de Café te espera con aromas irresistibles y sabores únicos. Descubre un lugar acogedor donde cada taza es un viaje de placer. Desde el desayuno hasta la merienda, disfruta de nuestra selección de cafés y delicias caseras. ¡Ven a vivir una experiencia única en Caviahue | Refugio de Café!""",5491124931474,"Manuel Acevedo 331, B1832 BPG, Provincia de Buenos Aires",BPG,B1832,Buenos Aires Province,AR,-34.7566701,-58.4000159,4.6,578,https://www.instagram.com/caviahuecafe/,www.instagram.com,16208419283899002299,ChIJgbIqKi7TvJURuy1ke3bf7-A,True,open,https://lh6.googleusercontent.com/-aj-cDnUfud4/AAAAAAAAAAI/AAAAAAAAAAA/xyjgYfY-nrI/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipPC9BBovz5JoAobKsRW6xB_lnu7RmRJPUGlXkJb=w408-h513-k-no,329,,,cafeterias
Starbucks,Cafe,,"Seattle-based coffeehouse chain known for its signature roasts, light bites and WiFi availability.",5498001220129,"Italia 406, B1832DGJ Lomas de Zamora, Provincia de Buenos Aires",Lomas de Zamora,B1832,Buenos Aires Province,AR,-34.7653116,-58.4017487,4.3,5862,http://www.starbucks.com.ar/,www.starbucks.com.ar,3081105746323881416,ChIJVSZbXuzSvJURyL0MFVpJwio,True,open,https://lh6.googleusercontent.com/-GhQ7eapBuO4/AAAAAAAAAAI/AAAAAAAAAAA/upQPDZRx2fc/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npwKtJUBD1AhNuTMb_mSGKDv-R1yA36K44pz8AoAND1uGu0-stEqdHuYhHJTBWVpZmBZ-zooIxI_j8LWVVAzHTHO1iIELR5h6MxypKK1a45_kOxZEgdRQn-1A8ygayhJ1dH8KUVzA=w408-h306-k-no,2165,expensive,,cafeterias
Hasta La Masa,Restaurant,Coffee shop,"Restaurante comida 100% casera y Cafetería de especialidad.
Desayunos, almuerzo, meriendas y brunch.",5491136440387,"Loyola 642, C1414 Cdad. Autónoma de Buenos Aires",Buenos Aires,C1414,Buenos Aires,AR,-34.594926,-58.436670299999996,4.5,1973,http://www.hastalamasa.com.ar/,www.hastalamasa.com.ar,10163726572387184304,ChIJTT2vvHXKvJURsC5WxXfPDI0,True,close,https://lh4.googleusercontent.com/-7PYmWNxVN2Y/AAAAAAAAAAI/AAAAAAAAAAA/65GNGFLtBpM/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipOY-_h3GP0loM2TLUVp0yrppBTnp2gisMJ8xSbc=w408-h408-k-no,1325,inexpensive,,cafeterias
Librería Guardia,Book store,Coffee shop,"Libros, artículos escolares y comerciales, material didactico, libros infantiles, cafetería",5491146587178,"Av. de Mayo 186, B1704 Ramos Mejía, Provincia de Buenos Aires",Ramos Mejía,B1704,Buenos Aires Province,AR,-34.642497899999995,-58.565203,4.5,1591,https://www.libreriaguardia.com.ar/,www.libreriaguardia.com.ar,13906871362504955738,ChIJWWRpoOXHvJURWhcpi9Ih_8A,True,open,https://lh3.googleusercontent.com/-5GdoVk-fGNg/AAAAAAAAAAI/AAAAAAAAAAA/i7Ln3c5xzgQ/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nowjBRXxK_lDqxJ7_MCa84P9Bibm3MNftTWL2h-k_FN7i8uUvrCEpnu0hrkBGWNgVPJt3134ks3o-RNAXWgeZfPjSlH0AgqpOHarnmApW_-JlRXVnyRDStBPaIZdkVLYER4B1n5=w408-h306-k-no,353,moderate,,cafeterias
Bianca Ice Cream Shop,Ice cream shop,"Cafe, Deli",Estamos realizando delivery! Hacé tu pedido desde nuestra app y obtené beneficios exclusivos!,5491144846318,"FIO, Comisionado José Indart 2489, B1754 San Justo, Provincia de Buenos Aires",San Justo,B1754,Buenos Aires Province,AR,-34.6805808,-58.5573972,4.5,4256,http://www.heladeriabianca.com.ar/,www.heladeriabianca.com.ar,2626881300547391934,ChIJ36yL_CbGvJURvlE-AqCOdCQ,True,open,https://lh6.googleusercontent.com/-8d0BmSsR5aI/AAAAAAAAAAI/AAAAAAAAAAA/fAJrxaTIqnk/s44-p-k-no-ns-nd/photo.jpg,http://t3.gstatic.com/images?q=tbn:ANd9GcR6BguFehAGr9ACob3KWaLviqUGWDhZq1m2zvYDkEtMm4mCIZpU,1155,moderate,,cafeterias
Café Dalí,Coffee shop,"Bar & grill, Cafeteria, Restaurant",,5491123278000,"Carlos Pellegrini 201, B1832BNE Gran Buenos Aires, Provincia de Buenos Aires",Gran Buenos Aires,B1832,Buenos Aires Province,AR,-34.758476,-58.397653,4.5,1560,,,3101688143237953053,ChIJvfkVUpTSvJURHTa9ze5oCys,True,close,https://lh4.googleusercontent.com/-vsMPXZSzPWY/AAAAAAAAAAI/AAAAAAAAAAA/lfkD56m7Kyc/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipMaqI6RWsdEwBmL7irV3Cpyq4oxshoReCNStwbr=w408-h272-k-no,1471,moderate,,cafeterias
Crocante,Patisserie,"Cafe, Cake shop, Cookie shop",,5491156295080,"Senillosa 98, C1424 BOB, Cdad. Autónoma de Buenos Aires",BOB,C1424,Buenos Aires,AR,-34.617109,-58.429483,4.6,606,https://www.instagram.com/crocante98/profilecard/?igsh=MW5hMW0wanU4ZDB2Mw==,www.instagram.com,5547233488348559605,ChIJh88IukTKvJUR9bgql3e7-0w,True,close,https://lh6.googleusercontent.com/-uWf4XfTO2KE/AAAAAAAAAAI/AAAAAAAAAAA/uxFOcX-fCfQ/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipNrJgUAQEqhEJmkV1fVMjFa1LFic4C8l8cWXRgp=w408-h306-k-no,135,moderate,,cafeterias
La Ochavita,Restaurant,Coffee shop,Bodegón,5491152536063,"Pieres 1399, C1440 CSK, Cdad. Autónoma de Buenos Aires",CSK,C1440,Buenos Aires,AR,-34.652930999999995,-58.502416999999994,4.5,2414,,,9354275844704540785,ChIJi344TwfJvJURcZih1lEQ0YE,True,close,https://lh5.googleusercontent.com/-xLHtUWt4kWY/AAAAAAAAAAI/AAAAAAAAAAA/J8hMk7FS6Kc/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipNmxpRxl7O2Nw4M0q9BoNZECdgBTk8bSzL2kMpE=w408-h306-k-no,2049,inexpensive,,cafeterias
Café Martínez,Coffee shop,,,5491133780008,"Gral. Manuel Belgrano 407, B1642DJI San Isidro, Provincia de Buenos Aires",San Isidro,B1642,Buenos Aires Province,AR,-34.4694552,-58.5098145,4.5,5488,http://www.cafemartinez.com/,www.cafemartinez.com,5323124628397765299,ChIJ76AdXzOwvJURszLIeqWJ30k,True,close,https://lh4.googleusercontent.com/-6c9LelLNt_0/AAAAAAAAAAI/AAAAAAAAAAA/7n8gwuxCNSQ/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipPLmByYPusiv3rke1l9hU1mum9rg1eKk4FCzj3X=w408-h306-k-no,1064,moderate,,cafeterias
