titulo,tipo,categoria,descripcion,telefono,direccion,rating,cantidad_reviews,url,nivel_precio,quality_score,verificado,estado_actual,latitud,longitud
Malasaña,Bar,Restaurant,"Somos tu bar de vinos, tragos y platitos en Palermo. Malasaña es encuentro, te esperamos para celebrar, compartir con amistades, festejar tu cumpleaños o realizar un evento corporativo.
Escribinos al +5491123970682 (Solo whatssapp)
Cocina abierta de lunes a jueves hasta las 00hs y viernes/sábados 00.30hs
Salón de lunes a sábados de 19hs a 01hs.
¡Te esperamos!",5492616655998.0,"Francisco Acuña de Figueroa 1800, C1180 Cdad. Autónoma de Buenos Aires",4.8,1239,http://malasana.meitre.com/,,34.1897599612756,True,close,-34.590343499999996,-58.4204509
Crisol Colegiales,Cafetería,Cafe,"La esquina más linda del barrio 💛
Nuestro primer local, con 14 años de historia en Belgrano. Un espacio cálido y versátil para compartir con amigos, en familia o disfrutar de un momento tranquilo para leer o trabajar. Contamos con sillones, enchufes y una amplia vereda con mesas al aire libre 🌿Y somos pet friendly 🐾

Ofrecemos una propuesta gastronómica que combina sabores clásicos y actuales. Nuestra panadería y pastelería son artesanales, hechas con masa madre y materias primas de excelente calidad.",5491153841502.0,"Cap. Gral. Ramón Freire 1502, C1426AWF Cdad. Autónoma de Buenos Aires",4.2,3420,https://linktr.ee/siemprecrisol?fbclid=PAZXh0bgNhZW0CMTEAAaclisdnW0FARquUggAfbW-ksILxVI88D-3UjR15XM4Ev0pU-GJrQjRcOY9avA_aem_XfpLmC_FCTXEU4ZDqKlnGA,moderate,34.17829037690594,True,open,-34.5724859,-58.4580967
Crisol Colegiales,Restaurante,Cafe,"La esquina más linda del barrio 💛
Nuestro primer local, con 14 años de historia en Belgrano. Un espacio cálido y versátil para compartir con amigos, en familia o disfrutar de un momento tranquilo para leer o trabajar. Contamos con sillones, enchufes y una amplia vereda con mesas al aire libre 🌿Y somos pet friendly 🐾

Ofrecemos una propuesta gastronómica que combina sabores clásicos y actuales. Nuestra panadería y pastelería son artesanales, hechas con masa madre y materias primas de excelente calidad.",5491153841502.0,"Cap. Gral. Ramón Freire 1502, C1426AWF Cdad. Autónoma de Buenos Aires",4.2,3420,https://linktr.ee/siemprecrisol?fbclid=PAZXh0bgNhZW0CMTEAAaclisdnW0FARquUggAfbW-ksILxVI88D-3UjR15XM4Ev0pU-GJrQjRcOY9avA_aem_XfpLmC_FCTXEU4ZDqKlnGA,moderate,34.17829037690594,True,open,-34.5724859,-58.4580967
Club Lucero,Bar,Beer garden,El bar más selvático de Buenos Aires escondido en pleno Palermo.,5491122639210.0,"Nicaragua 6048, C1414BWN Cdad. Autónoma de Buenos Aires",4.2,3404,https://linktr.ee/clublucero,moderate,34.15860091805117,True,close,-34.5782222,-58.4382394
Oh no Lulu,Bar,Bar,Polynesian-themed bar & lounge serving funky cocktails & nibbles in fanciful surroundings.,5491147744543.0,"Aráoz 1019, C1414 Cdad. Autónoma de Buenos Aires",4.3,2815,,moderate,34.15521268429511,True,temporarily_closed,-34.5957037,-58.4302035
Oh no Lulu,Restaurante,Bar,Polynesian-themed bar & lounge serving funky cocktails & nibbles in fanciful surroundings.,5491147744543.0,"Aráoz 1019, C1414 Cdad. Autónoma de Buenos Aires",4.3,2815,,moderate,34.15521268429511,True,temporarily_closed,-34.5957037,-58.4302035
Hasta La Masa,Restaurante,Restaurant,"Restaurante comida 100% casera y Cafetería de especialidad.
Desayunos, almuerzo, meriendas y brunch.",5491136440387.0,"Loyola 642, C1414 Cdad. Autónoma de Buenos Aires",4.5,1973,http://www.hastalamasa.com.ar/,inexpensive,34.14517748997042,True,close,-34.594926,-58.4366703
Hasta La Masa,Cafetería,Restaurant,"Restaurante comida 100% casera y Cafetería de especialidad.
Desayunos, almuerzo, meriendas y brunch.",5491136440387.0,"Loyola 642, C1414 Cdad. Autónoma de Buenos Aires",4.5,1973,http://www.hastalamasa.com.ar/,inexpensive,34.14517748997042,True,close,-34.594926,-58.4366703
CARNEROS Bar & Fuegos,Bar,Grill,"CARNEROS Bar & Fuegos. Nuestro Bar se distingue por una Cocteleria de Autor, Cervecería Artesanal y Bocados para picar. En nuestro Restaurante Parrilla nos especializamos en Carnes.
Nuestro Cheff propone a su vez platos con pescados y mariscos, pastas y arroces con recetas de origen europeo agregando un distintivo toque local.",5491145454341.0,"Armenia 2479, C1425 Cdad. Autónoma de Buenos Aires",4.5,1963,https://sites.google.com/view/carnerosparrilla/inicio,moderate,34.12232320011485,True,open,-34.5838296,-58.4185247
CARNEROS Bar & Fuegos,Restaurante,Grill,"CARNEROS Bar & Fuegos. Nuestro Bar se distingue por una Cocteleria de Autor, Cervecería Artesanal y Bocados para picar. En nuestro Restaurante Parrilla nos especializamos en Carnes.
Nuestro Cheff propone a su vez platos con pescados y mariscos, pastas y arroces con recetas de origen europeo agregando un distintivo toque local.",5491145454341.0,"Armenia 2479, C1425 Cdad. Autónoma de Buenos Aires",4.5,1963,https://sites.google.com/view/carnerosparrilla/inicio,moderate,34.12232320011485,True,open,-34.5838296,-58.4185247
Maru Botana,Restaurante,Espresso bar,"Somos una pastelería 100% artesanal.
Conoce nuestras opciones dulces y saladas",5491147813385.0,"11 de Septiembre de 1888 1772, C1426 Cdad. Autónoma de Buenos Aires, Argentina",4.2,3343,http://marubotana.com/,moderate,34.08267649165929,True,close,-34.5619764,-58.4486018
Sacro,Restaurante,Restaurant,"Hip restaurant offering a menu of gourmet vegan dishes in a chic, modern space that has a bar.",5491139700215.0,"Costa Rica 6038, C1414 Cdad. Autónoma de Buenos Aires",4.3,2735,http://www.sacro.com.ar/,moderate,34.031284798592495,True,close,-34.5792717,-58.439265799999994
Grappa Cantina,Restaurante,Pizza restaurant,"Cantina italiana. Desde 1999 ofreciendo pastas, carnes, ensaladas y pizzas a la parrilla. Atractiva barra, tragos de autor y carta de vinos.",5491135319144.0,"El Salvador 5802, C1414BQJ Cdad. Autónoma de Buenos Aires",4.2,3295,https://www.instagram.com/grappacantina/?hl=es,moderate,34.021952542323326,True,close,-34.5817577,-58.437690499999995
Gran Dabbang,Restaurante,Restaurant,"HOLA, bienvenid@s a Gran Dabbang🐘!
📍DIRECCION
Av.Scalabrini Ortiz 1543
🕔 HORARIOS
LUNES A SABADOS de 19.30 a 00 hs
No abrimos los mediodias

🤔 ¿CÓMO ES EL SISTEMA?

🪑 Trabajamos por orden de llegada y sólo asignamos la mesa cuando todo el grupo está completo, de esta manera es más dinámico y nadie tiene que esperar de más.

📋 No tomamos reservas.

📱 En horario de servicio no nos conectamos.

🥥 Tenemos algunas opciones veganas (el menú es chiquito)

🐘 Esperamos verte pronto",5491135010481.0,"Av. Raúl Scalabrini Ortiz 1543, C1414DOC Cdad. Autónoma de Buenos Aires",4.4,2274,https://www.instagram.com/DABBANG_/,moderate,34.01083545809423,True,close,-34.5913918,-58.4254499
AXION energy,Cafetería,Gas station,"Estación de Servicio AXION que cuenta con:
- Suministro de combustibles de la más alta calidad destacándose la línea premium QUANTIUM.
- Tienda Spot! con servicios de cafetería, comidas rápidas y quiosco.
- Venta de lubricantes Castrol.",5491147057407.0,"Av. Córdoba 5653, C1414 Cdad. Autónoma de Buenos Aires",4.3,2722,http://www.axionenergy.com/,,34.010804818497164,True,open,-34.5867816,-58.441167199999995
La Malbequería,Bar,Wine bar,,5491148326011.0,"Gurruchaga 1418, C1414 Cdad. Autónoma de Buenos Aires",4.4,2273,,moderate,34.008900966966124,True,open,-34.5904447,-58.431154799999995
La Malbequería,Restaurante,Wine bar,,5491148326011.0,"Gurruchaga 1418, C1414 Cdad. Autónoma de Buenos Aires",4.4,2273,,moderate,34.008900966966124,True,open,-34.5904447,-58.431154799999995
Al Zein Lacroze,Restaurante,Restaurant,لسنا الوحيدين ولكننا الأفضل,5491147730330.0,"Av. Federico Lacroze 1660, C1426 Cdad. Autónoma de Buenos Aires",4.5,1912,,moderate,34.00392586248114,True,close,-34.5634529,-58.4385834
Tea Connection Sinclair,Restaurante,Restaurant,,5491147766410.0,"Sinclair 3027, C1425 Cdad. Autónoma de Buenos Aires",4.2,3270,http://www.teaconnection.com.ar/,moderate,33.989974315661215,True,open,-34.5748257,-58.4232068
Strummer Bar,Bar,Bar,"Strummer Bar es un espacio dedicado a la cultura y la gastronomía.
Pensado para que puedas venir a tomar algo o a comer con alguien disfrutando también de una oferta cultural.
Shows en vivo, teatro, presentaciones de libros y discos, etc.",,"Godoy Cruz 1631, C1414 Cdad. Autónoma de Buenos Aires",4.5,1904,http://www.instagram.com/StrummerBar/,moderate,33.98506779402361,True,close,-34.5879392,-58.434398599999994
Cofi Jaus Palermo,Bar,Cafe,PET FRIENDLY,5491153145884.0,"Humboldt 1793, C1414 Cdad. Autónoma de Buenos Aires",4.5,1890,http://www.cofijaus.com.ar/,,33.95187480896306,True,close,-34.58424,-58.434492
Cofi Jaus Palermo,Cafetería,Cafe,PET FRIENDLY,5491153145884.0,"Humboldt 1793, C1414 Cdad. Autónoma de Buenos Aires",4.5,1890,http://www.cofijaus.com.ar/,,33.95187480896306,True,close,-34.58424,-58.434492
Urban Jazz Pizza,Restaurante,Pizza restaurant,".
.

Pizza hecha con masa madre
#artesanalesoestodo",5491175165457.0,"Armenia 1986, C1414 Cdad. Autónoma de Buenos Aires",4.5,1885,http://urbanjazzpizza.com/,moderate,33.93996058437031,True,open,-34.587500299999995,-58.4245694
Vico Wine Bar Villa Crespo,Bar,Wine bar,"En Vico vas a poder disfrutar de más de 140 etiquetas de vinos provenientes de distintas regiones de Argentina, y de varios ejemplares del resto del mundo, pensados y seleccionados por nuestro sommelier ejecutivo. Te invitamos a que recorras los 18 wine dispensers italianos que se encuentran en distintos rincones del salón, guiado por un equipo de profesionales. La propuesta gastronómica expresa una cocina descontracturada, en la cual el respeto a la materia prima y la calidad son el pilar principal. El cocktail bar te invita a un viaje sensorial que se produce al descubrir en un trago perfumes, aromas, y sabores singulares. Cada spirit, cada bebida, y cada combinación están perfectamente pensados para un momento y para cada cocktail.",5491164021368.0,"Gurruchaga 1149, C1414 Cdad. Autónoma de Buenos Aires",4.4,2226,http://vicowinebar.com.ar/,moderate,33.91700693593242,True,open,-34.592714199999996,-58.4342814
Vico Wine Bar Villa Crespo,Restaurante,Wine bar,"En Vico vas a poder disfrutar de más de 140 etiquetas de vinos provenientes de distintas regiones de Argentina, y de varios ejemplares del resto del mundo, pensados y seleccionados por nuestro sommelier ejecutivo. Te invitamos a que recorras los 18 wine dispensers italianos que se encuentran en distintos rincones del salón, guiado por un equipo de profesionales. La propuesta gastronómica expresa una cocina descontracturada, en la cual el respeto a la materia prima y la calidad son el pilar principal. El cocktail bar te invita a un viaje sensorial que se produce al descubrir en un trago perfumes, aromas, y sabores singulares. Cada spirit, cada bebida, y cada combinación están perfectamente pensados para un momento y para cada cocktail.",5491164021368.0,"Gurruchaga 1149, C1414 Cdad. Autónoma de Buenos Aires",4.4,2226,http://vicowinebar.com.ar/,moderate,33.91700693593242,True,open,-34.592714199999996,-58.4342814
Chacaito Caribbean Food Station,Restaurante,Caribbean restaurant,Primer restaurante de comida venezolana de referencia turísitica en Buenos Aires - Argentina,5491175004636.0,"Charcas 4402, C1425BNN C1425BNN, Cdad. Autónoma de Buenos Aires, Argentina",4.2,3203,https://instagram.com/chacaitoba,moderate,33.903052294390655,True,open,-34.583002,-58.424307
Fuego y Vino Cabernet,Restaurante,Argentinian restaurant,Intimate fine dining spot offering European fare & wines in a vintage house with a shaded patio.,5491148701001.0,"Jorge Luis Borges 1757, C1414 Cdad. Autónoma de Buenos Aires",4.2,3167,https://fuegoyvino.com/,moderate,33.85559416232413,True,close,-34.587710799999996,-58.4283599
La Estrella Cantina,Restaurante,Restaurant,"Trendy microbrewery popular for its comfort food, craft beer & convivial terrace.",5491169213068.0,"República de Eslovenia 1831, C1426CZE Cdad. Autónoma de Buenos Aires",4.3,2621,http://www.cerveceriafederal.com.ar/,moderate,33.84827845659167,True,close,-34.569685199999995,-58.4338668
YPF,Cafetería,Gas station,"Combustibles, lubricantes, cuidado del auto, Full y Boxes. Energía que nos une todos los días. Ofrecemos opciones innovadoras para acompañarte en cada momento y transformar tu experiencia con soluciones que hacen más fácil y mejor tu día a día.
Cargá energía, cuidá tu auto y viví la experiencia que te mueve. ¡Te esperamos!",5491154417891.0,"Av. Córdoba 4201, C1414 Cdad. Autónoma de Buenos Aires",4.1,3844,http://www.ypf.com/,,33.84356841595295,True,open,-34.5963,-58.426289999999995
Santillo. Restaurant Italiano.,Bar,Italian restaurant,"Es un Restaurante basado en la tradición y la familia, con un cocina tradicional y un toque italiano.
Nuestra carta es un reflejo de las raíces de nuestros inmigrantes.
Encontrarán variedad, contrastes, sabores y fusiones.
Y el ingrediente fundamental, un buen servicio.",5491172137122.0,"Av. Cabildo 548, C1426AAS Cdad. Autónoma de Buenos Aires",4.3,2618,http://santillorestaurante.com/,moderate,33.84335573138316,True,open,-34.5713885,-58.4426099
Santillo. Restaurant Italiano.,Restaurante,Italian restaurant,"Es un Restaurante basado en la tradición y la familia, con un cocina tradicional y un toque italiano.
Nuestra carta es un reflejo de las raíces de nuestros inmigrantes.
Encontrarán variedad, contrastes, sabores y fusiones.
Y el ingrediente fundamental, un buen servicio.",5491172137122.0,"Av. Cabildo 548, C1426AAS Cdad. Autónoma de Buenos Aires",4.3,2618,http://santillorestaurante.com/,moderate,33.84335573138316,True,open,-34.5713885,-58.4426099
Figueroa Cervecería,Bar,Bar,"Figueroa, un espacio en el corazón de Recoleta que tiene la mejor vereda y salón para disfrutar de las mejores cervezas del país junto con un maridaje único con una gran varidad de platos. ¡Los esperamos para poder disfrutar de esta experiencia única!",5491157538730.0,"French 2929, C1425AWI Cdad. Autónoma de Buenos Aires",4.4,2177,https://www.instagram.com/figueroacerveceria/,moderate,33.819114135368785,True,close,-34.5876346,-58.4043113
Pentos Colegiales,Bar,Bar,"Trendy, vibrant bar location offering classic comfort food & an extensive selection of craft beers.",5491127564692.0,"Cap. Gral. Ramón Freire 1499, C1426AWC Cdad. Autónoma de Buenos Aires",4.2,3139,https://instagram.com/pentos.bar?igshid=YmMyMTA2M2Y=,moderate,33.81830793138966,True,close,-34.572447499999996,-58.4576929
Pentos Colegiales,Restaurante,Bar,"Trendy, vibrant bar location offering classic comfort food & an extensive selection of craft beers.",5491127564692.0,"Cap. Gral. Ramón Freire 1499, C1426AWC Cdad. Autónoma de Buenos Aires",4.2,3139,https://instagram.com/pentos.bar?igshid=YmMyMTA2M2Y=,moderate,33.81830793138966,True,close,-34.572447499999996,-58.4576929
La Boqueria Palermo,Restaurante,Grill,"La Boqueria es una parrilla con espíritu de bodegón moderno, donde vas a poder disfrutar de los mejores cortes de carne típicos de nuestra región. Probá el ojo de bife de 500grs con manteca especiada o el clásicovacio con chimichurri, ideales para compartir y acompañar con nuestra exclusiva carta de vinos.

Contamos con una amplia vereda perfecta para compartir momentos únicos en familia o con amigos. Además, ofrecemos variedad de cervezas, cócteles y tapeos para disfrutar al atardecer, como nuestras famosas papas de la casa con provoleta, chorizo y cebolla de verdeo.

¡Te esperamos para que vivas una experiencia bien porteña!",5491128730030.0,"Soler 5101, C1425 Cdad. Autónoma de Buenos Aires",4.3,2602,http://www.laboqueriagrill.com.ar/,moderate,33.81700559147663,True,close,-34.5838648,-58.428639399999994
La Boqueria Palermo,Bar,Grill,"La Boqueria es una parrilla con espíritu de bodegón moderno, donde vas a poder disfrutar de los mejores cortes de carne típicos de nuestra región. Probá el ojo de bife de 500grs con manteca especiada o el clásicovacio con chimichurri, ideales para compartir y acompañar con nuestra exclusiva carta de vinos.

Contamos con una amplia vereda perfecta para compartir momentos únicos en familia o con amigos. Además, ofrecemos variedad de cervezas, cócteles y tapeos para disfrutar al atardecer, como nuestras famosas papas de la casa con provoleta, chorizo y cebolla de verdeo.

¡Te esperamos para que vivas una experiencia bien porteña!",5491128730030.0,"Soler 5101, C1425 Cdad. Autónoma de Buenos Aires",4.3,2602,http://www.laboqueriagrill.com.ar/,moderate,33.81700559147663,True,close,-34.5838648,-58.428639399999994
Paseo de La Infanta,Restaurante,Restaurant,,,"Av. Infanta Isabel 110, C1425 Cdad. Autónoma de Buenos Aires",4.4,2175,,expensive,33.815071875093665,True,open,-34.5701825,-58.4217555
