titulo,categoria,telefono,direccion,ciudad,rating,cantidad_reviews,url,dominio,place_id,emails,tiene_web_propia,es_cadena,fecha_extraccion
Dome Roof Top Bar,Hotel,+54113221-6500,"Av. de Mayo 1396, C1085 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.4,1837,http://www.tango-hotel.com.ar/rooftop.php,www.tango-hotel.com.ar,ChIJ_9QYJtvKvJURgqqnqifPwO0,reservas@tango-hotel.com.ar,True,False,2025-10-20T20:30:08.175958
8 Esquinas Bar,Bar,+549113880-1167,"Av. Forest 1186, C1427CEV Cdad. Autónoma de Buenos Aires",Buenos Aires,4.4,1498,https://www.8esquinas.com.ar/,www.8esquinas.com.ar,ChIJ0UW9TN61vJURrvwVRMDkT-Q,info@ochoesquinas.com.ar,True,False,2025-10-20T20:30:56.454391
DOC Café,Cafe,+54116196-5270,"Aráoz 645, C1414 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.4,1388,http://doccafe.com.ar/,doccafe.com.ar,ChIJg7kSX93LvJURYworFaI5pZs,cafeina@doccafe.com.ar,True,False,2025-10-20T20:31:12.058975
EL REMANSO,Restaurante,+54114307-4405,"Pi y Margall 1300, C1265 ACB, Cdad. Autónoma de Buenos Aires",ACB,4.4,1310,https://elremansorestaurante.com.ar/,elremansorestaurante.com.ar,ChIJpRufNMs0o5URKcvG1LAtNZw,asistance@gmail.com,True,False,2025-10-20T20:31:26.156501
La Calle Bar 2,Bar,+54112790-7741,"Gurruchaga 732, C1414 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.4,1199,http://www.lacallebar.com/,www.lacallebar.com,ChIJY7BIXb7LvJURMfrngJLn-90,lacalle_bar@hotmail.com,True,False,2025-10-20T20:31:40.012012
Overo Bar de Copas,Bar,+549116878-4583,"Nicaragua 4583, C1414 Palermo Viejo, Cdad. Autónoma de Buenos Aires",Palermo Viejo,4.4,1179,http://www.overobar.com/,www.overobar.com,ChIJD6WyI6q1vJUR-4SOajSpbHM,tomavinoviviar@overo.bar,True,False,2025-10-20T20:31:48.574659
Glück Cervecería - Palermo,Restaurant,+549112476-9680,"Nicaragua 4610, C1414BVH Cdad. Autónoma de Buenos Aires",Buenos Aires,4.4,1168,https://gluckcerveceria.com/,gluckcerveceria.com,ChIJHX2uAtK1vJUROvnyp6WDPfY,franquicias@gluckcerveceria.com,True,False,2025-10-20T20:31:50.413665
VERT Plantas+Deco+Café,Coffee shop,,"Bolívar 327, B1704 Ramos Mejía, Provincia de Buenos Aires",Ramos Mejía,4.4,872,https://vert.empretienda.com.ar/,vert.empretienda.com.ar,ChIJR0G2gsnHvJURhkU2z3uHOuE,vertplantasdeco@gmail.com,True,False,2025-10-20T20:32:39.191234
Jazz Voyeur,Jazz club,+54115353-4000,"Posadas 1557, C1112ADA Cdad. Autónoma de Buenos Aires",Buenos Aires,4.4,749,https://jazzvoyeur.com.ar/,jazzvoyeur.com.ar,ChIJ2b2Qi6TKvJURUnTaJoqekBk,info@jazzvoyeur.com.ar,True,False,2025-10-20T20:33:04.259832
El Bar de Hot,Bar,,"Av. Boedo 440, C1218AAN Cdad. Autónoma de Buenos Aires",Buenos Aires,4.4,679,http://pizzalomashot.com/,pizzalomashot.com,ChIJ55Pv9_fKvJURD61HMtkp9-4,comunicaciones@pizzalomashot.com,True,False,2025-10-20T20:33:20.549715
WALDEN Café,Coffee shop,,"Gurruchaga 1195, C1414 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.4,621,http://www.waldencafe.com.ar/,www.waldencafe.com.ar,ChIJcY4vf1a1vJURFaUePIkm5bQ,"holawaldencafe@gmail.com, holawaldencafe@gmail.combottom",True,False,2025-10-20T20:33:35.235239
Saint Elmo,Bar,+54116825-4444,"Perú 1118, C1068 AAN, Cdad. Autónoma de Buenos Aires",AAN,4.4,484,http://www.saintelmo.com.ar/,www.saintelmo.com.ar,ChIJBRDLiCzLvJURm04oBtjS-Us,saint.elmo.bar@gmail.com,True,False,2025-10-20T20:34:06.938480
Mancheese Delicatessen,Cheese shop,+54114832-1800,"DBO, Av. Raúl Scalabrini Ortiz 2002, C1425 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.4,262,https://mancheese.com.ar/,mancheese.com.ar,ChIJvR7smIC1vJURz6xHfvyjAbM,"contacto@mancheese.com.ar, reclamos@mancheese.com.ar",True,False,2025-10-20T20:35:28.026251
SPRITZZA CABALLITO,Pizza restaurant,+54115029-6218,"Av. Pedro Goyena 599, C1424 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.4,249,https://www.spritzza.com.ar/caballito/index.html,www.spritzza.com.ar,ChIJkYt_KgDLvJURjpbGdVSo06c,infocab@spritzza.com.ar,True,False,2025-10-20T20:35:34.154452
Maximilian Lobby Bar & Restaurant,Gastropub,+54114321-0000,"Av. Córdoba 690, C1054 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.4,239,https://www.libertadorhotels.com/,www.libertadorhotels.com,ChIJbW5DzsvKvJURsLxu3FyZt5I,reservas@libertadorhotels.com,True,False,2025-10-20T20:35:45.503773
La Cabrera,Barbecue restaurant,+54114831-0325,"José A. Cabrera 5127, C1414BGQ Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,4.3,22142,http://lacabrera.com.ar/,lacabrera.com.ar,ChIJvx_Xcom1vJURxZN2FRnkgaA,"info@lacabrera.com.ar, info@lacabrerabarcelona.es, info@lcsunny.com, reservas@lacabreramadrid.com, reservas@lacabreramalaga.es",True,False,2025-10-20T20:35:51.712864
Alameda Café Porteño,Restaurant,+54114381-2859,"Av. de Mayo 1201, C1085ABC Cdad. Autónoma de Buenos Aires",Buenos Aires,4.3,8286,http://www.alameda-restaurante.com.ar/,www.alameda-restaurante.com.ar,ChIJpwRIotrKvJURWDq1HYu5XEQ,consultas@alameda-restaurante.com.ar,True,False,2025-10-20T20:36:36.995681
Los Inmortales,Pizza restaurant,+54114373-5303,"Av. Corrientes 1369, C1043 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.3,7228,http://www.losinmortales.com/,www.losinmortales.com,ChIJx4cJK8TKvJURRjeGqjakfTc,info@losinmortales.com,True,False,2025-10-20T20:36:54.824572
Tucson Restaurante - Obelisco,American restaurant,+54114382-1354,"Av. Corrientes 1220, C1043 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.3,5614,http://www.tucsonrestaurante.com.ar/,www.tucsonrestaurante.com.ar,ChIJhYuKqDvLvJURezbZmrTEOfQ,"contacto@urbangroup.ar, empleos.solicitudes.rrhh@gmail.com, info@tucsonrestaurante.com.ar, rrhh@tucsonrestaurante.com",True,False,2025-10-20T20:38:00.946810
El Imparcial,Restaurant,+54114383-3308,"Av. Hipólito Yrigoyen 1201, C1086AAU Cdad. Autónoma de Buenos Aires",Buenos Aires,4.3,5531,http://www.elimparcialbsas.com.ar/,www.elimparcialbsas.com.ar,ChIJ06SXnNrKvJURXtgAkFlUCpE,info@elimparcialbsas.com.ar,True,False,2025-10-20T20:38:10.597306
Museo del Jamón,Spanish restaurant,+54114382-4144,"Cerrito 8, C1010 AAB, Cdad. Autónoma de Buenos Aires",AAB,4.3,5374,https://elmuseodeljamon.com.ar/,elmuseodeljamon.com.ar,ChIJXfjOFtDKvJURljYt76zpx8g,"info@elmuseodeljamon.com.ar, info@elmuseodeljamon.com.ary",True,False,2025-10-20T20:38:16.237761
Sintaxis,Gluten-free restaurant,+54115653-5755,"Nicaragua 4849, C1414 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.3,5165,http://www.sintaxisglutenfree.com/,www.sintaxisglutenfree.com,ChIJm7SaDYa1vJURilQqmNXr5bA,pedidos@sintaxispalermo.com,True,False,2025-10-20T20:38:33.488100
Sandoval,Restaurant,+54113682-6533,"José Bonifacio 1595, C1406 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.3,5016,https://www.sandoval.net.ar/,www.sandoval.net.ar,ChIJ9cguSTDKvJURZ_8or5vPxYE,sandovalclientes@gmail.com,True,False,2025-10-20T20:38:38.515619
El Tropezón,Restaurant,+54114371-5046,"Av. Callao 248, C1022 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.3,4656,http://eltropezonrestaurant.com.ar/,eltropezonrestaurant.com.ar,ChIJgXSiOsLKvJUREGD-00IEFDw,admi.tropezon@gmail.com,True,False,2025-10-20T20:38:58.846910
Pertutti Lanus,Restaurant,+54113654-0566,"Gobernador Felipe Llavallol 103, B1824MXC Gran Buenos Aires, Provincia de Buenos Aires",Gran Buenos Aires,4.3,4568,https://www.pertutti.com.ar/,www.pertutti.com.ar,ChIJq9FOxLnNvJURSFfkUxPbZQw,pedidos@pertuttiecommerce.com.ar,True,False,2025-10-20T20:39:08.792794
Café de La Plaza,Restaurant,+54114502-4755,"Av. Lincoln 3990, C1419 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.3,4431,http://cafedelaplaza.com/,cafedelaplaza.com,ChIJF0uFncy3vJURuWzS8WyK4JQ,info@cafedelaplaza.com.ar,True,False,2025-10-20T20:39:13.751414
J.W. Bradley,Bar,+54116977-2038,"Godoy Cruz 1875, C1414 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.3,4169,https://bradleyltdbar.com/,bradleyltdbar.com,ChIJgXtD2o61vJURhIF5UzVbdPU,prodwiseinfo@bradleyltdbar.com,True,False,2025-10-20T20:39:21.504979
Raíces Cocina Casera,Restaurant,+54114541-4927,"Crisólogo Larralde 3995, C1430AIK Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,4.3,4063,http://www.raicescocinacasera.com.ar/,www.raicescocinacasera.com.ar,ChIJuQS7h422vJURJUq-lWlrrtA,info@raicescocinacasera.com.ar,True,False,2025-10-20T20:39:31.767393
Piola,Pizza restaurant,+54114812-0690,"Libertad 1078, C1012AAU Cdad. Autónoma de Buenos Aires",Buenos Aires,4.3,3955,http://www.piola.it/,www.piola.it,ChIJR470NLjKvJURUYcC1cMn_-s,piola@piola.it,True,False,2025-10-20T20:39:43.222300
Las Medialunas del Abuelo,Coffee shop,+54114243-3482,"Laprida 611, B1832HOM Gran Buenos Aires, Provincia de Buenos Aires",Gran Buenos Aires,4.3,3805,http://www.lasmedialunasdelabuelo.com/,www.lasmedialunasdelabuelo.com,ChIJOXlYC5LSvJUR0QF3V3hhaWI,info@medialunasdelabuelo.com,True,False,2025-10-20T20:39:54.752494
1810 Cocina Regional,Argentinian restaurant,+549116867-9000,"Mendoza 2320, C1428DKN Cdad. Autónoma de Buenos Aires",Buenos Aires,4.3,3376,http://www.1810cocinaregional.com/,www.1810cocinaregional.com,ChIJs0tZZtO1vJURVe8t0yt66q0,rrhh@1810cocinaregional.com,True,False,2025-10-20T20:40:38.133890
Sacro,Restaurant,+54113970-0215,"Costa Rica 6038, C1414 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.3,2735,http://www.sacro.com.ar/,www.sacro.com.ar,ChIJAc0ax0O1vJURnQMh4Trolb8,"hola@sacro.com.ar, jobs@sacro.com.ar",True,False,2025-10-20T20:42:24.150155
Oviedo Restaurante,Spanish restaurant,+54114822-5415,"Beruti 2602, C1425BBD Cdad. Autónoma de Buenos Aires",Buenos Aires,4.3,2414,http://www.oviedoresto.com.ar/,www.oviedoresto.com.ar,ChIJAfzHXprKvJURAEh85f2QRmY,reservas@oviedoresto.com.ar,True,False,2025-10-20T20:43:04.747419
Koko Bao Bar | Palermo,Asian restaurant,,"Arévalo 1501, C1414 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.3,2344,https://www.kokobaobar.com/,www.kokobaobar.com,ChIJpWpjAe21vJURP36mI2huFGs,"cocinakoko@gmail.com, franquicias@kokobaobar.com, franquicias@kokobaobar.comcocinakoko",True,False,2025-10-20T20:43:17.949964
El Salteño,Restaurant,+54114864-8764,"Gascón 578, C1181 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.3,2307,http://www.xn--parrillaelsalteo-lub.com/,www.xn--parrillaelsalteo-lub.com,ChIJi0APoGbKvJUR4LowdyBGo9Y,chavezoscar3227@gmail.com,True,False,2025-10-20T20:43:22.628396
Norte Restaurant,Restaurant,+54114825-1275,"Arenales 2600, C1425 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.3,2034,http://www.restaurantnorte.com.ar/,www.restaurantnorte.com.ar,ChIJ8ViUYprKvJURZXkxpjoVWZo,arenales2600@gmail.com,True,False,2025-10-20T20:44:10.077319
Houdini Public Bar,Gastropub,+54114701-4252,"Manuela Pedraza 2179, C1429 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.3,1917,https://sites.google.com/view/houdinibar,sites.google.com,ChIJVS7QQZ22vJUR0jOb_Dy2Rx0,info@houdinipublicbar.com,True,False,2025-10-20T20:44:24.813013
Taffer,Bar,+54116117-0273,"Av. Directorio 391, C1424CID Cdad. Autónoma de Buenos Aires",Buenos Aires,4.3,1637,http://www.taffer.com.ar/,www.taffer.com.ar,ChIJkQoBMUzKvJUR7nxab37xzSM,info@taffer.com.ar,True,False,2025-10-20T20:45:09.307807
La Birra Bar Ramos Mejía,Bar,+54113630-5907,"Mariano Moreno 239, B1704 Ramos Mejía, Provincia de Buenos Aires",Ramos Mejía,4.3,1374,http://www.labirrabar.com/,www.labirrabar.com,ChIJw9oheufHvJURZEF0S8trM7I,"cv@labirrabar.com, cv@labirrabar.comtodos, info@labirrabar.com",True,False,2025-10-20T20:45:40.900518
Fútbol Noble,Bar,+54112850-0526,"Julio Argentino Noble 4100, C1425 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.3,1266,http://futbolnoble.com.ar/,futbolnoble.com.ar,ChIJyeVmP6a1vJURZs9w3hepCC8,"contacto@futbolnoble.com.ar, contacto@noblegeba.com.ar",True,False,2025-10-20T20:46:05.023122
ORNO Cantina,Restaurant,+549114195-2117,"Guatemala 4701 PB, C1425 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.3,884,http://ornopizzeria.com/,ornopizzeria.com,ChIJhQCBJUq1vJURSM8pEx4htow,info@ornopizzeria.com,True,False,2025-10-20T20:47:03.247170
Caffé del Doge Argentina Belgrano,Coffee shop,+54116365-1014,"Manuel Ugarte 2384, C1428 BSJ, Cdad. Autónoma de Buenos Aires",BSJ,4.3,855,http://www.caffedeldoge.com.ar/,www.caffedeldoge.com.ar,ChIJQ-YHPSq0vJURAv-ah75WpAs,info@caffedeldoge.com.ar,True,False,2025-10-20T20:47:16.240160
SÃO Medialunas y Café,Coffee shop,,"Díaz Colodrero 2315, C1431 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.3,712,https://sao.com.ar/,sao.com.ar,ChIJkVQtIAC3vJURmZOAG0m4UzA,"franquicias.eu@saomedialunas.com, info@sao.com.ar",True,False,2025-10-20T20:47:47.453869
Café Proa,Cafe,+54114104-1003,"Av. Don Pedro de Mendoza 1929, C1166 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.3,674,http://www.proa.org/,www.proa.org,ChIJMfIgQ7A0o5URXIpBf8bSI-E,info@proa.org,True,False,2025-10-20T20:48:00.410266
Lab Sucre,Confectionery store,+54115368-1814,"Av. Avellaneda 1932, C1406 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.3,603,http://www.labsucre.com/,www.labsucre.com,ChIJa53ldSHKvJUReuelG0KhKQs,info@labsucre.com,True,False,2025-10-20T20:48:19.311248
Pastelería El Progreso,Cake shop,+54114824-1595,"Av. Sta. Fe 2820, C1425BGQ Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,4.3,601,http://www.pasteleriaelprogreso.com/,www.pasteleriaelprogreso.com,ChIJu3VAKYXKvJURvu_BfkOvzBs,pasteleriaelprogreso@gmail.com,True,False,2025-10-20T20:48:20.859962
Tiberio Bar,Bar,+54114946-4800,"Bartolomé Mitre 1940, C1039 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.3,258,https://www.tiberiobar.com/,www.tiberiobar.com,ChIJOS4J5z_LvJURgR-qQ6VX2_M,info@tiberiobar.com,True,False,2025-10-20T20:49:54.330361
Ligier Vinotecas,Wine store,+54115353-8050,"Av. Callao 1111, C1061 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.3,258,https://vinotecaligier.com/,vinotecaligier.com,ChIJE2Oy4b3KvJURslSYadtlIyo,ventas@ligier.com.ar,True,False,2025-10-20T20:49:56.279000
Innova CYBER CAFÉ | Cibercafé Gamer,Cibercafé,+54114838-4928,"Murillo 763, C1414AFE Cdad. Autónoma de Buenos Aires",Cdad. Autónoma de Buenos Aires,4.3,215,https://innovacybercafe.com/,innovacybercafe.com,ChIJe_TEkgvKvJURncIL6cjI6sE,innovacybercafe@hotmail.com,True,False,2025-10-20T20:49:58.705427
Antares Mercado San Telmo,Bar,,"Carlos Calvo 485, C1066 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.2,11654,http://www.cervezaantares.com/,www.cervezaantares.com,ChIJNYQBFdXKvJUR5JoQrmwS-Q0,contactos@cervezaanteres.com,True,False,2025-10-20T20:50:52.661255
Floreria Atlántico,Cocktail bar,+54113984-7849,"Arroyo 872, C1007 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.2,7400,http://floreriaatlantico.com.ar/,floreriaatlantico.com.ar,ChIJJY8xLrHKvJURGgoMqdg8pXE,reservas@floreriaatlantico.com.ar,True,False,2025-10-20T20:51:55.180958
El Muelle,Restaurant,+54113726-7672,"R. Obligado, Av. Costanera Rafael Obligado, Cdad. Autónoma de Buenos Aires",Buenos Aires,4.2,6410,https://complejoelmuelle.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=11395225604533736228,complejoelmuelle.com,ChIJAy7ZYRO1vJUR_TqeZf6N2JU,"eventos@complejoelmuelle.com, eventos@complejoelmuelle.comel",True,False,2025-10-20T20:52:22.227157
Maldini,Bar,,"Vedia 3626, C1430 Cdad. Autónoma de Buenos Aires",Cdad. Autónoma de Buenos Aires,4.2,5965,http://www.maldini.com.ar/,www.maldini.com.ar,ChIJ8_NtI6LKvJUR5aAL1aji1vI,micaela.flecher@entergroup.ar,True,False,2025-10-20T20:52:44.134099
Rojo Y Negro Restaurant,Restaurant,+54114701-2661,"Crisólogo Larralde 1520, C1429 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.2,5066,https://rojoynegro.com.ar/,rojoynegro.com.ar,ChIJbSYNLSG0vJURKXw1Qme4ZxE,info@rojoynegro.com.ar,True,False,2025-10-20T20:53:19.831128
Restaurante Enero Costanera,Restaurant,+54112516-2111,"Av. Costanera Rafael Obligado 6710, C1428 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.2,4432,https://www.enerocostanera.com/,www.enerocostanera.com,ChIJLacwtXu1vJURGCvVrKf1bA4,info@enerocostanera.com,True,False,2025-10-20T20:54:06.900997
Deriva,Restaurant,+54117165-1000,"Dardo Rocha 2290 Martínez, B1640 FTD, Provincia de Buenos Aires",FTD,4.2,3715,http://www.derivaresto.com.ar/,www.derivaresto.com.ar,ChIJMcaIeF2wvJURcqkNSrmAGCk,"eventos@derivaresto.com.ar, info@derivaresto.com.ar",True,False,2025-10-20T20:55:29.485321
Mochica Cocina Peruana,Restaurant,+54114866-6475,"Agüero 526, C1171ABH Cdad. Autónoma de Buenos Aires",Buenos Aires,4.2,3342,https://biolink.info/mochica,biolink.info,ChIJzXS3f4vKvJURIVS1ro2Dm1E,mochicabsas@gmail.com,True,False,2025-10-20T20:56:19.741926
Vicentito,Restaurant,+54114683-5665,"Av. Juan Bautista Justo 8090, C1407FBS Cdad. Autónoma de Buenos Aires",Buenos Aires,4.2,2608,http://vicentito.com.ar/,vicentito.com.ar,ChIJWVj_MrbJvJURR7RFABbgl4A,"info@vicentito.com.ar, info@vicentito.com.artel",True,False,2025-10-20T20:58:07.470360
Hotel Pulitzer Buenos Aires,Hotel,+54114316-0800,"Maipú 907, C1006 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.2,2172,http://www.hotelpulitzer.com.ar/,www.hotelpulitzer.com.ar,ChIJjUNRIsrKvJURrl-Q-C05K-E,info@hotelpulitzer.com.ar,True,False,2025-10-20T20:59:40.206877
Shami shawarma,Syrian restaurant,,"Av. Corrientes 1580, C1042 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.2,2026,http://www.shami.com.ar/,www.shami.com.ar,ChIJjU_vr3_LvJURE_4UCEzcDpU,"compras@shamishawarma.com.ar, rrhh@shamishawarma.com.ar",True,False,2025-10-20T21:00:05.706115
Hotel Lennox Buenos Aires,Hotel,+54115272-1070,"Talcahuano 52, C1013AAB Cdad. Autónoma de Buenos Aires",Buenos Aires,4.2,1976,https://www.lennoxhotels.com/,www.lennoxhotels.com,ChIJGf3iM8XKvJURK9NiQYFv6Ks,reservas@lennoxhotels.com,True,False,2025-10-20T21:00:26.865817
Gourmand Food Hall,Restaurant,+54114814-7530,"Av. del Libertador 750, C1001ABU Cdad. Autónoma de Buenos Aires",Buenos Aires,4.2,1890,http://www.gourmandfoodhall.com/,www.gourmandfoodhall.com,ChIJ20p6ubrKvJUR6yWslV1BvUE,info@gourmandfoodhall.com,True,False,2025-10-20T21:00:49.574029
Confitería La Esmeralda,Confectionery store,+54114781-8866,"Franklin D. Roosevelt 2331, C1406 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.2,1754,https://confiterialaesmeralda.com/,confiterialaesmeralda.com,ChIJPUR2-9K1vJURuTK69Bhipbk,info@confiterialaesmeralda.com,True,False,2025-10-20T21:01:20.640388
Méli Mélo,Cake shop,+54114788-3926,"Av. del Libertador 5986, C1428ARP, C1428 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.2,1199,http://melimelo.com.ar/meli-melo/,melimelo.com.ar,ChIJ5cNqzMy1vJURWDhflt65QUs,reservas@melimelo.com.ar,True,False,2025-10-20T21:02:47.300282
Clásica y Moderna,Restaurant,+54116068-5500,"Av. Callao 892, C1023 AAO, Cdad. Autónoma de Buenos Aires",AAO,4.2,1179,https://clasicaymoderna.com.ar/?fbclid=PAAaaCiw7A4IDlhjbZxCfIKRMJIbBKhfA0agBO5RYvcP1dgPqDlOepFSmmP3Y,clasicaymoderna.com.ar,ChIJq13Qt7_KvJURwibH44BoeEI,cymlibros.admi@gmail.com,True,False,2025-10-20T21:02:53.151772
Tequila Club,Disco club,+549115452-9583,"Av. Costanera Rafael Obligado 6211, C1428 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.2,882,https://www.tequilaclub.com.ar/,www.tequilaclub.com.ar,ChIJeaHkT020vJUR7iwsPrh6Ywo,tequilaclub@tequilaclub.com.ar,True,False,2025-10-20T21:04:11.011560
CONVITE,Restaurant,+54114813-2105,"Libertad 1356, C1016ABB Cdad. Autónoma de Buenos Aires",Buenos Aires,4.2,196,http://convite.com.ar/,convite.com.ar,ChIJlW_4aLrKvJURcGjdoSoySuQ,eventos@convite.com.ar,True,False,2025-10-20T21:06:33.622089
Milion,Restaurant,+549113765-9616,"Paraná 1048, C1018ADB Cdad. Autónoma de Buenos Aires",Buenos Aires,4.1,8188,http://www.milion.com.ar/,www.milion.com.ar,ChIJT1fyLrnKvJURP1-qNQDw3Kg,info@milion.com.ar,True,False,2025-10-20T21:07:11.471530
La Diva Ramos Mejia,Restaurant,+54114464-3333,"Bolívar 99, B1704 Ramos Mejía, Provincia de Buenos Aires",Ramos Mejía,4.1,7798,https://ladivaramosmejia.shop/,ladivaramosmejia.shop,ChIJVcJxE-XHvJUR_E71-7gF0i8,ladivaramosmejia.shop@gmail.com,True,False,2025-10-20T21:07:25.987608
Babieca Parrilla y Café,Grill,+54115304-8269,"Av. Sta. Fe 1898, C1123 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.1,7232,https://www.babiecabarrionorte.ar/,www.babiecabarrionorte.ar,ChIJ91FPApbKvJURqnNpqn-R-g4,info@babiecabarrionorte.ar,True,False,2025-10-20T21:07:34.575200
Capitán,Carvery,+5449581813,"Av. Díaz Vélez 5401, C1405 DCJ, Cdad. Autónoma de Buenos Aires",DCJ,4.1,5919,http://www.capitanparrilla.com.ar/,www.capitanparrilla.com.ar,ChIJEZ62DxPKvJURMLDq9gyIJUQ,"capitanparrilla@gmail.com, info@capitanparrilla.com.ar",True,False,2025-10-20T21:07:53.293374
El Cóndor,Pastelería,+54114504-8940,"Cuenca 3398, C1417 Cdad. Autónoma de Buenos Aires",Cdad. Autónoma de Buenos Aires,4.1,5725,http://www.confiteriaelcondor.com.ar/,www.confiteriaelcondor.com.ar,ChIJFWXNeDC2vJURhBfm0fmYJZc,info@confiteriaelcondor.com.ar,True,False,2025-10-20T21:07:58.916734
Snack Bowling & Restaurant,Restaurant,+54114792-8009,"Av. del Libertador 13054, B1640 Martínez, Provincia de Buenos Aires, Argentina",Martínez,4.1,4371,https://snackbowling.netlify.app/,snackbowling.netlify.app,ChIJTyVfw3SxvJUR7WZdJjajZUI,info@snackbowling.com.ar,True,False,2025-10-20T21:09:00.371875
Entre Amigos,Restaurant,+54115317-9394,"Av. Juan Bautista Justo 8394, C1407 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.1,4239,http://entreamigos.com.ar/,entreamigos.com.ar,ChIJ2UDlbbXJvJUR0J0yciZHvQQ,rpentramigos@gmail.com,True,False,2025-10-20T21:09:16.619458
MÖOI Larrea,Restaurant,+54115739-8055,"Larrea 1541, C1117ABO Cdad. Autónoma de Buenos Aires",Buenos Aires,4.1,3900,http://www.mooirestaurant.com.ar/,www.mooirestaurant.com.ar,ChIJW_nhC5nKvJURlaZPNt2Cr6o,enviarinfo@mooirestaurant.com.ar,True,False,2025-10-20T21:09:33.372740
La Chocolatta Quilmes,Restaurant,+54112101-6992,"Lavalle 539, B1878 Quilmes, Provincia de Buenos Aires",Quilmes,4.1,3795,https://lachocolattagreen.com/,lachocolattagreen.com,ChIJYTeArGouo5URLRZTacUum-M,"contacto@lachocolatta.com, contacto@lachocolattagreen.com",True,False,2025-10-20T21:09:46.420739
El Punto,Bar,+54115960-7756,"Av. Directorio 702, C1424CIU Cdad. Autónoma de Buenos Aires",Buenos Aires,4.1,3144,http://www.puntobar.com.ar/,www.puntobar.com.ar,ChIJu6IF1UvKvJURFe4QS-2c8VU,info@puntobar.com.ar,True,False,2025-10-20T21:10:35.620427
The Cavern Buenos Aires,Bar,+54116320-5314,"Av. Corrientes 1660, C1042 AAP, Cdad. Autónoma de Buenos Aires",AAP,4.1,3134,http://www.thecavern.com.ar/,www.thecavern.com.ar,ChIJxzf8Z8HKvJUR3214r69mNtE,info@thecavern.com.ar,True,False,2025-10-20T21:10:37.184550
Regente Palace Hotel,Hotel,+54114328-6800,"Suipacha 964, C1008 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.1,3133,http://www.regente.com/,www.regente.com,ChIJN1sXKrbKvJURmSUE1BFp-qQ,"banquetes@regente.com, info@regente.com, regente.combanquetes@regente.com, reservas@regente.com, ventas@regente.com",True,False,2025-10-20T21:10:42.713752
Olympo Sky Bar,Bar,,"Av. Corrientes 1464, C1042 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.1,2583,https://olymposkybar.com/,olymposkybar.com,ChIJIf-yY4jLvJURMQ9dgsWghsg,info@olymposkybar.com,True,False,2025-10-20T21:11:45.852520
Rabia Bar,Bar,+54112604-6222,"Costa Rica 4901, C1414 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.1,2578,http://www.rabiabar.com/,www.rabiabar.com,ChIJqbe7jP-1vJURMURFzrdjtms,rrabiabar@gmail.com,True,False,2025-10-20T21:11:50.643431
Las Familias,Bar & grill,+54114911-9224,"AAV, Av. Caseros 2802, C1264 Buenos Aires",Buenos Aires,4.1,2357,http://lasfamilias.com.ar/,lasfamilias.com.ar,ChIJQ6DkEBHLvJURVoK0Eo1Gtao,info@lasfamilias.com.ar,True,False,2025-10-20T21:12:28.613490
